Accel_x,Accel_y,Accel_z
-0.322,-0.757,1.267
-0.177,-0.648,1.181
0.109,-0.596,1.093
0.245,-0.503,1.018
0.325,-0.42,0.899
0.587,-0.411,0.826
0.76,-0.349,0.777
0.95,-0.339,0.687
0.928,-0.349,0.575
1.038,-0.316,0.575
1.031,-0.317,0.511
1.003,-0.272,0.489
0.95,-0.279,0.515
0.887,-0.307,0.523
0.852,-0.354,0.533
0.76,-0.382,0.545
0.684,-0.426,0.553
0.63,-0.479,0.573
0.579,-0.517,0.588
0.565,-0.575,0.607
0.537,-0.589,0.641
0.48,-0.598,0.659
0.528,-0.62,0.679
0.584,-0.691,0.738
0.733,-0.761,0.769
0.648,-0.771,0.81
0.678,-0.792,0.837
0.694,-0.799,0.892
0.723,-0.804,0.925
0.741,-0.803,0.932
0.745,-0.781,0.95
0.801,-0.777,0.943
0.733,-0.716,0.94
0.719,-0.655,0.907
0.738,-0.644,0.895
0.73,-0.619,0.877
0.718,-0.612,0.837
0.703,-0.606,0.808
0.69,-0.602,0.803
0.686,-0.62,0.78
0.66,-0.623,0.752
0.623,-0.634,0.744
0.593,-0.649,0.744
0.585,-0.647,0.757
0.567,-0.658,0.761
0.549,-0.665,0.761
0.524,-0.666,0.763
0.513,-0.639,0.768
0.501,-0.615,0.781
0.485,-0.564,0.781
0.472,-0.508,0.774
0.434,-0.49,0.771
0.405,-0.475,0.777
0.395,-0.466,0.797
0.365,-0.457,0.805
0.334,-0.436,0.808
0.315,-0.421,0.807
0.311,-0.408,0.807
0.305,-0.393,0.804
0.305,-0.391,0.793
0.304,-0.391,0.784
0.302,-0.402,0.779
0.293,-0.424,0.759
0.293,-0.429,0.75
0.292,-0.42,0.751
0.286,-0.387,0.754
0.278,-0.371,0.731
0.25,-0.352,0.708
0.247,-0.315,0.685
0.244,-0.245,0.695
0.25,-0.215,0.708
0.257,-0.15,0.715
0.25,-0.086,0.697
0.227,-0.064,0.655
0.207,-0.009,0.637
0.199,0.014,0.598
0.203,0.027,0.583
0.206,0.07,0.58
0.205,0.115,0.566
0.2,0.141,0.562
0.185,0.194,0.563
0.179,0.204,0.563
0.182,0.235,0.562
0.191,0.249,0.568
0.197,0.258,0.589
0.218,0.252,0.593
0.242,0.228,0.639
0.245,0.26,0.695
0.216,0.421,0.726
0.16,0.609,0.713
0.153,0.345,0.661
0.181,0.272,0.669
0.728,-0.958,-0.752
0.766,-0.877,-0.678
0.83,-1.263,-0.91
1.203,-1.571,-0.864
1.411,-1.78,-0.719
1.757,-1.883,-0.617
2.049,-1.992,-0.566
2.549,-1.918,-0.048
2.759,-2.086,0.595
2.768,-1.958,0.569
3.259,-2.318,1.56
2.369,-2.158,0.121
1.911,-2.032,0.776
2.181,-1.537,1.406
2.125,-1.31,1.969
1.723,-1.17,2.196
1.147,-0.905,2.212
0.927,-1.008,2.465
0.371,-1.132,2.366
-0.387,-1.7,2.223
-0.722,-2.281,2.526
-0.969,-2.352,2.976
-1.223,-2.245,2.898
-1.365,-1.749,2.448
-1.319,-1.569,1.849
-0.957,-1.32,1.61
-0.608,-1.055,1.244
-0.386,-0.847,0.996
0.107,-0.778,0.758
0.45,-0.621,0.637
0.69,-0.422,0.428
0.74,-0.321,0.263
0.915,-0.156,0.194
1.07,-0.043,0.107
1.126,0.002,0.017
1.239,0.045,-0.027
1.274,0.085,-0.078
1.321,0.098,-0.083
1.293,0.086,-0.069
1.132,0.056,0.006
1.179,0.025,0.095
1.066,-0.041,0.119
1.016,-0.114,0.194
0.946,-0.143,0.288
0.882,-0.193,0.329
0.854,-0.213,0.376
0.799,-0.235,0.439
0.774,-0.293,0.481
0.76,-0.369,0.575
0.748,-0.417,0.639
0.758,-0.491,0.658
0.774,-0.552,0.719
0.803,-0.563,0.769
0.83,-0.579,0.78
0.841,-0.579,0.785
0.866,-0.583,0.774
0.868,-0.547,0.781
0.873,-0.538,0.753
0.898,-0.537,0.733
0.909,-0.49,0.74
0.905,-0.449,0.739
0.896,-0.448,0.715
0.881,-0.423,0.705
0.872,-0.403,0.693
0.865,-0.384,0.699
0.854,-0.372,0.714
0.842,-0.359,0.722
0.837,-0.385,0.729
0.816,-0.387,0.725
0.787,-0.406,0.73
0.766,-0.431,0.741
0.754,-0.447,0.756
0.734,-0.481,0.758
0.708,-0.529,0.783
0.69,-0.56,0.818
0.662,-0.595,0.833
0.633,-0.585,0.863
0.622,-0.558,0.877
0.603,-0.534,0.87
0.577,-0.488,0.861
0.548,-0.458,0.824
0.534,-0.433,0.786
0.495,-0.388,0.769
0.467,-0.353,0.726
0.449,-0.322,0.696
0.423,-0.312,0.66
0.409,-0.302,0.643
0.403,-0.3,0.611
0.39,-0.29,0.604
0.382,-0.293,0.596
0.381,-0.287,0.596
0.376,-0.295,0.606
0.38,-0.313,0.613
0.38,-0.331,0.638
0.382,-0.339,0.671
0.375,-0.334,0.695
0.358,-0.321,0.739
0.348,-0.274,0.782
0.322,-0.238,0.823
0.285,-0.154,0.839
0.267,-0.084,0.852
0.242,-0.058,0.836
0.225,-0.027,0.826
0.225,-0.013,0.814
0.225,-0.01,0.803
0.218,-0.006,0.794
0.201,0.023,0.803
0.202,-0.006,0.789
0.22,-0.007,0.773
0.235,0.009,0.769
0.231,0.018,0.751
0.238,0.027,0.745
0.242,0.055,0.748
0.238,0.063,0.749
0.241,0.088,0.743
0.244,0.12,0.741
0.249,0.136,0.744
0.261,0.179,0.743
0.268,0.188,0.741
1.273,-0.986,0.03
1.342,-1.002,0.08
1.373,-1.291,0.101
1.42,-1.402,0.332
1.539,-1.638,0.43
1.571,-1.773,0.6
1.677,-2.223,1.205
1.991,-2.311,1.921
1.236,-2.339,1.173
0.842,-1.813,0.818
0.998,-1.898,0.969
1.132,-1.78,1.476
1.043,-1.698,1.716
0.844,-1.579,1.76
0.597,-1.485,1.746
0.334,-1.352,1.727
0.078,-1.21,1.715
-0.183,-1.081,1.688
-0.334,-0.895,1.69
-0.624,-0.849,1.585
-0.912,-0.832,1.527
-1.169,-0.797,1.582
-1.209,-0.917,1.603
-1.244,-0.997,1.59
-1.062,-1.125,1.562
-0.72,-1.069,1.517
-0.587,-0.988,1.383
-0.355,-0.815,1.245
-0.128,-0.671,1.183
-0.006,-0.563,1.063
0.213,-0.512,0.907
0.413,-0.426,0.834
0.591,-0.364,0.712
0.646,-0.318,0.632
0.799,-0.301,0.511
0.759,-0.246,0.447
0.758,-0.25,0.346
0.859,-0.231,0.368
1.061,-0.266,0.37
0.908,-0.3,0.37
0.926,-0.406,0.364
0.971,-0.521,0.546
0.88,-0.568,0.592
0.765,-0.637,0.641
0.732,-0.684,0.729
0.736,-0.716,0.757
0.7,-0.752,0.759
0.696,-0.763,0.774
0.722,-0.765,0.804
0.753,-0.776,0.799
0.78,-0.768,0.793
0.78,-0.755,0.766
0.773,-0.76,0.746
0.811,-0.75,0.709
0.806,-0.736,0.679
0.795,-0.679,0.686
0.778,-0.727,0.665
0.748,-0.741,0.573
0.77,-0.558,0.683
0.624,-0.643,0.644
0.702,-0.706,0.585
0.64,-0.698,0.552
0.629,-0.696,0.63
0.644,-0.742,0.74
0.687,-0.743,0.808
0.664,-0.76,0.823
0.647,-0.745,0.854
0.627,-0.712,0.918
0.593,-0.637,0.957
0.589,-0.647,0.979
0.587,-0.619,0.959
0.537,-0.591,0.937
0.487,-0.543,0.924
0.458,-0.508,0.88
0.401,-0.493,0.82
0.353,-0.482,0.79
0.332,-0.474,0.736
0.301,-0.466,0.691
0.27,-0.451,0.671
0.25,-0.441,0.648
0.243,-0.437,0.636
0.243,-0.437,0.64
0.244,-0.442,0.652
0.248,-0.441,0.67
0.254,-0.427,0.685
0.271,-0.407,0.729
0.278,-0.393,0.754
0.292,-0.361,0.765
0.295,-0.307,0.783
0.294,-0.271,0.808
0.284,-0.186,0.816
0.264,-0.097,0.825
0.255,-0.011,0.823
0.233,0.031,0.81
0.192,0.124,0.817
0.166,0.189,0.772
0.101,0.216,0.689
0.096,0.287,0.697
0.106,0.314,0.72
0.083,0.328,0.67
0.037,0.354,0.622
0.028,0.35,0.581
0.054,0.34,0.603
0.057,0.316,0.608
0.058,0.301,0.625
0.081,0.297,0.642
0.06,0.338,0.663
0.072,0.316,0.683
0.128,0.316,0.69
0.178,0.308,0.724
0.213,0.304,0.761
0.277,0.326,0.787
0.301,0.449,0.853
0.262,0.574,0.879
0.22,0.711,0.841
0.301,0.566,0.811
0.346,0.517,0.807
0.404,0.59,0.814
0.4,0.686,0.808
0.319,0.33,1.386
0.324,0.365,1.389
0.321,0.399,1.391
0.316,0.42,1.386
0.306,0.458,1.386
0.293,0.488,1.372
0.293,0.498,1.382
0.345,0.488,1.26
0.219,0.599,1.309
0.152,0.66,1.266
0.131,0.694,1.232
0.145,0.684,1.174
0.169,0.694,1.12
0.15,0.724,1.073
0.137,0.731,1.017
0.143,0.762,0.973
0.125,0.752,0.944
0.095,0.779,0.859
0.076,0.777,0.793
0.049,0.802,0.75
0.035,0.775,0.692
0.021,0.744,0.665
-0.002,0.7,0.622
0.046,0.512,0.577
0.068,0.6,0.471
-0.047,0.59,0.498
-0.134,0.569,0.486
-0.16,0.543,0.433
-0.166,0.497,0.398
-0.158,0.423,0.375
-0.16,0.35,0.348
-0.168,0.282,0.344
-0.146,0.286,0.337
-0.168,0.239,0.327
-0.195,0.236,0.333
-0.224,0.128,0.354
-0.238,0.176,0.311
-0.249,0.17,0.284
-0.226,0.161,0.218
-0.155,0,0.275
-0.032,-0.22,0.241
-0.034,-0.086,0.208
-0.164,-0.161,0.032
-0.121,-0.278,-0.001
0.117,-0.374,0
0.14,-0.474,-0.081
0.222,-0.499,-0.164
0.329,-0.61,-0.194
0.395,-0.686,-0.215
0.517,-0.855,-0.268
0.643,-0.861,-0.335
0.793,-1.049,-0.356
0.968,-1.183,-0.409
1.099,-1.325,-0.379
1.362,-1.426,-0.227
1.386,-1.532,-0.344
1.43,-1.676,-0.443
1.627,-1.846,-0.372
1.739,-1.888,-0.347
1.842,-2.042,-0.183
1.992,-2.09,0.067
1.97,-2.09,0.395
1.794,-2.088,0.636
1.519,-2.008,1.075
1.382,-1.793,1.361
1.009,-1.574,1.464
0.609,-1.382,1.469
0.333,-1.306,1.489
0.144,-1.142,1.616
-0.203,-1.101,1.852
-0.519,-1.157,1.981
-0.7,-1.54,2.128
-1.029,-1.872,2.348
-1.201,-1.897,2.567
-1.029,-1.692,2.552
-0.725,-1.374,2.222
-0.564,-1.106,1.833
-0.248,-0.997,1.517
0.028,-0.856,1.328
0.322,-0.821,0.979
0.455,-0.819,0.624
0.589,-0.771,0.416
0.64,-0.678,0.071
0.812,-0.621,-0.099
0.977,-0.449,-0.159
1.049,-0.295,-0.266
1.151,-0.233,-0.292
1.194,-0.134,-0.265
1.196,-0.088,-0.147
1.168,-0.104,0.007
1.097,-0.189,0.098
1.057,-0.31,0.274
0.976,-0.382,0.411
0.895,-0.524,0.466
0.845,-0.609,0.529
0.74,-0.637,0.541
0.692,-0.712,0.522
0.69,-0.747,0.51
0.701,-0.809,0.499
0.71,-0.877,0.483
0.712,-0.915,0.491
0.702,-0.925,0.501
0.704,-0.927,0.524
0.701,-0.892,0.542
0.694,-0.854,0.547
0.733,-0.822,0.575
0.743,-0.79,0.57
0.744,-0.765,0.561
0.735,-0.716,0.564
0.735,-0.687,0.579
0.743,-0.691,0.585
0.742,-0.712,0.578
0.739,-0.703,0.574
0.75,-0.73,0.574
0.718,-0.722,0.593
0.711,-0.734,0.63
0.688,-0.75,0.63
0.639,-0.739,0.639
0.621,-0.718,0.664
0.597,-0.685,0.731
0.576,-0.662,0.733
0.544,-0.646,0.715
0.541,-0.624,0.708
0.528,-0.573,0.723
0.535,-0.555,0.744
0.531,-0.568,0.725
0.504,-0.563,0.698
0.464,-0.551,0.687
0.434,-0.548,0.675
0.42,-0.546,0.671
0.392,-0.534,0.675
0.37,-0.505,0.686
0.363,-0.478,0.691
0.344,-0.457,0.695
0.305,-0.4,0.719
0.297,-0.358,0.731
0.273,-0.338,0.735
0.266,-0.299,0.739
0.255,-0.257,0.745
0.248,-0.234,0.756
0.232,-0.187,0.76
0.209,-0.143,0.766
0.201,-0.094,0.773
0.173,-0.076,0.765
0.147,-0.043,0.759
0.139,-0.032,0.746
0.136,-0.039,0.733
0.144,-0.044,0.73
0.146,-0.033,0.739
0.151,-0.033,0.742
0.146,-0.02,0.742
0.142,-0.025,0.74
0.132,-0.021,0.712
0.137,0.023,0.742
0.145,0.085,0.794
0.137,0.163,0.828
0.14,0.2,0.847
0.14,0.263,0.874
0.133,0.312,0.875
0.131,0.357,0.883
0.131,0.372,0.885
0.142,0.397,0.889
0.154,0.407,0.907
0.174,0.422,0.911
0.181,0.405,0.907
0.202,0.406,0.886
0.202,0.407,0.883
0.214,0.401,0.883
0.23,0.382,0.889
0.239,0.368,0.883
0.246,0.329,0.88
0.258,0.315,0.89
0.275,0.275,0.912
0.255,0.384,0.948
0.187,0.428,0.98
0.139,0.407,0.969
0.182,0.298,0.949
0.188,0.297,0.971
0.19,0.329,0.981
0.188,0.331,1.002
0.183,0.338,1.015
0.183,0.338,1.023
0.187,0.321,1.033
0.195,0.306,1.036
0.213,0.296,1.04
0.233,0.283,1.043
0.252,0.265,1.049
0.264,0.253,1.055
0.276,0.243,1.054
0.286,0.231,1.053
0.307,0.229,1.055
0.31,0.221,1.057
0.32,0.217,1.064
0.323,0.21,1.066
0.326,0.207,1.071
0.329,0.201,1.077
0.327,0.19,1.086
0.325,0.183,1.105
0.316,0.161,1.111
0.312,0.143,1.112
0.304,0.138,1.127
0.299,0.124,1.131
0.296,0.118,1.141
0.3,0.108,1.144
0.303,0.105,1.144
0.309,0.091,1.138
0.3,0.088,1.134
0.297,0.076,1.127
0.298,0.065,1.121
0.305,0.051,1.12
0.312,0.034,1.117
0.318,0.027,1.11
0.324,0.015,1.11
0.328,-0.002,1.109
0.35,-0.003,1.109
0.33,0.002,1.117
0.324,-0.006,1.127
0.31,-0.013,1.128
0.305,-0.029,1.129
0.308,-0.038,1.16
0.294,-0.053,1.14
0.279,-0.061,1.146
0.271,-0.062,1.158
0.26,-0.062,1.174
0.248,-0.067,1.178
0.229,-0.069,1.181
0.226,-0.076,1.183
0.225,-0.077,1.175
0.217,-0.082,1.173
0.216,-0.082,1.168
0.214,-0.078,1.155
0.212,-0.072,1.146
0.209,-0.064,1.14
0.208,-0.059,1.127
0.215,-0.056,1.124
0.223,-0.052,1.128
0.224,-0.039,1.126
0.224,-0.03,1.134
0.917,-1.095,-0.103
0.977,-1.208,-0.102
1.057,-1.288,-0.101
1.122,-1.413,-0.087
1.178,-1.532,-0.06
1.247,-1.829,0.239
1.317,-1.81,0.302
1.257,-1.804,0.369
1.355,-2.104,0.7
1.405,-1.949,1.071
1.033,-1.878,1.024
0.896,-1.749,0.925
0.932,-1.774,1.085
0.944,-1.571,1.284
0.883,-1.292,1.638
0.775,-1.219,1.718
0.601,-1.18,1.745
0.333,-1.046,1.757
0.173,-1.013,1.745
-0.11,-1.026,1.752
-0.359,-1.157,1.755
-0.436,-1.353,1.776
-0.527,-1.344,1.807
-0.53,-1.369,1.8
-0.549,-1.245,1.661
-0.508,-1.173,1.486
-0.338,-1.08,1.403
-0.169,-1.002,1.249
0.041,-0.943,1.11
0.118,-0.891,0.975
0.295,-0.883,0.826
0.392,-0.863,0.742
0.437,-0.798,0.593
0.536,-0.767,0.485
0.61,-0.704,0.428
0.668,-0.643,0.34
0.695,-0.595,0.281
0.729,-0.569,0.264
0.739,-0.524,0.273
0.735,-0.503,0.291
0.714,-0.507,0.32
0.699,-0.544,0.338
0.691,-0.599,0.376
0.677,-0.623,0.413
0.653,-0.678,0.426
0.629,-0.732,0.448
0.62,-0.758,0.464
0.604,-0.808,0.469
0.601,-0.863,0.479
0.606,-0.88,0.477
0.609,-0.921,0.481
0.61,-0.958,0.503
0.605,-0.944,0.521
0.62,-0.965,0.547
0.624,-0.999,0.541
0.633,-0.998,0.546
0.629,-0.959,0.568
0.623,-0.939,0.589
0.603,-0.915,0.594
0.59,-0.871,0.608
0.583,-0.799,0.638
0.578,-0.756,0.658
0.571,-0.689,0.685
0.538,-0.675,0.665
0.511,-0.637,0.65
0.49,-0.602,0.627
0.482,-0.569,0.608
0.467,-0.561,0.592
0.452,-0.524,0.59
0.443,-0.505,0.582
0.431,-0.49,0.569
0.421,-0.471,0.563
0.416,-0.435,0.548
0.399,-0.417,0.542
0.384,-0.36,0.544
0.376,-0.299,0.554
0.359,-0.266,0.563
0.341,-0.197,0.569
0.329,-0.131,0.581
0.304,-0.093,0.607
0.273,-0.019,0.619
0.233,0.032,0.622
0.219,0.097,0.63
0.202,0.13,0.651
0.185,0.159,0.657
0.182,0.171,0.655
0.184,0.174,0.666
0.193,0.183,0.674
0.198,0.186,0.69
0.206,0.182,0.698
0.211,0.181,0.708
0.218,0.178,0.716
0.229,0.19,0.725
0.232,0.213,0.74
0.242,0.226,0.749
0.252,0.257,0.773
0.258,0.278,0.796
0.262,0.333,0.813
0.26,0.368,0.84
0.258,0.391,0.859
0.263,0.432,0.879
0.274,0.442,0.902
0.262,0.43,0.935
0.269,0.468,0.968
0.219,0.617,1.013
0.17,0.675,0.967
0.176,0.508,0.931
0.232,0.327,0.907
0.25,0.339,0.921
0.242,0.393,0.93
0.229,0.39,0.925
0.239,0.351,0.923
0.236,0.34,0.938
0.231,0.31,0.948
0.229,0.29,0.959
0.225,0.284,0.972
0.23,0.276,0.997
0.223,0.285,1.12
0.238,0.295,1.033
0.729,-1.195,-0.474
0.736,-1.412,-0.456
0.838,-1.518,-0.405
0.917,-1.698,-0.345
1.053,-1.769,-0.359
1.164,-1.915,-0.254
1.249,-2.059,-0.21
1.322,-2.097,0.51
1.387,-2.261,0.336
1.306,-2.198,-0.324
1.238,-2.125,-0.098
1.162,-1.993,0.479
1.172,-1.861,0.71
1.169,-1.79,1.23
1.101,-1.678,1.75
0.816,-1.667,2.221
0.281,-1.988,2.511
-0.379,-2.429,2.593
-0.775,-2.303,3.152
-1.354,-2.17,3.38
-1.457,-1.714,3.416
-1.41,-1.345,3.063
-1.122,-1.155,2.468
-0.884,-0.98,2.082
-0.399,-0.912,1.519
-0.119,-0.906,0.996
0.368,-0.898,0.519
0.623,-0.805,0.327
0.644,-0.719,0.012
0.615,-0.617,-0.231
0.628,-0.542,-0.414
0.717,-0.397,-0.457
0.773,-0.418,-0.487
0.853,-0.422,-0.37
0.869,-0.485,-0.276
0.805,-0.502,-0.06
0.777,-0.524,0.187
0.751,-0.55,0.421
0.731,-0.582,0.508
0.719,-0.59,0.606
0.714,-0.592,0.614
0.719,-0.613,0.593
0.725,-0.682,0.545
0.719,-0.744,0.516
0.695,-0.767,0.495
0.667,-0.795,0.488
0.655,-0.794,0.467
0.643,-0.783,0.454
0.63,-0.749,0.452
0.622,-0.716,0.452
0.62,-0.704,0.451
0.619,-0.686,0.454
0.619,-0.639,0.459
0.609,-0.647,0.477
0.599,-0.67,0.468
0.61,-0.693,0.475
0.61,-0.731,0.478
0.603,-0.75,0.484
0.582,-0.766,0.495
0.585,-0.798,0.517
0.581,-0.79,0.594
0.558,-0.804,0.643
0.524,-0.811,0.69
0.496,-0.77,0.743
0.473,-0.724,0.757
0.453,-0.666,0.775
0.446,-0.608,0.778
0.442,-0.581,0.761
0.433,-0.539,0.745
0.422,-0.5,0.712
0.421,-0.46,0.678
0.415,-0.44,0.657
0.416,-0.403,0.616
0.414,-0.373,0.585
0.417,-0.36,0.569
0.417,-0.339,0.566
0.414,-0.303,0.566
0.414,-0.281,0.584
0.411,-0.221,0.594
0.403,-0.148,0.619
0.395,-0.076,0.647
0.363,-0.039,0.674
0.319,0.037,0.691
0.267,0.108,0.731
0.242,0.158,0.768
0.195,0.182,0.802
0.154,0.219,0.82
0.123,0.229,0.841
0.094,0.241,0.874
0.089,0.248,0.913
0.088,0.253,0.941
0.09,0.259,0.964
0.095,0.272,0.971
0.1,0.283,0.969
0.119,0.29,0.972
0.141,0.307,0.978
0.149,0.337,0.973
0.157,0.352,0.97
0.17,0.384,0.975
0.141,0.429,0.927
0.123,0.448,0.957
0.166,0.468,0.974
0.163,0.465,0.954
0.149,0.465,0.95
0.151,0.469,0.955
0.142,0.477,0.972
0.138,0.473,0.984
0.151,0.434,0.989
0.153,0.415,1.008
0.153,0.38,1.009
0.152,0.395,1.036
0.135,0.401,1.032
0.125,0.363,1.037
0.088,0.408,1.031
0.08,0.255,1.005
0.123,0.33,1.016
0.154,0.334,1.014
0.152,0.342,0.996
0.154,0.345,0.986
-0.773,0.513,1.317
-0.154,-0.028,0.976
-0.185,-0.16,1.116
-0.243,0.056,1.111
-0.188,0.054,1.061
-0.192,0.119,1.081
-0.19,0.102,1.085
-0.188,0.101,1.079
-0.221,0.109,1.079
-0.243,0.117,1.086
-0.211,0.085,1.052
-0.232,0.101,1.066
-0.215,0.09,1.038
-0.22,0.095,1.028
-0.227,0.106,1.037
-0.245,0.102,1.031
-0.221,0.091,1.002
-0.232,0.073,0.998
-0.208,0.07,0.985
-0.21,0.08,0.978
-0.211,0.057,0.957
-0.193,0.061,0.951
-0.203,0.064,0.947
-0.198,0.061,0.944
-0.184,0.053,0.932
-0.186,0.069,0.936
-0.209,0.063,0.948
-0.179,0.041,0.93
-0.185,0.081,0.948
-0.189,0.076,0.958
-0.208,0.077,0.972
-0.165,0.056,0.955
-0.172,0.089,0.963
-0.178,0.084,0.986
-0.178,0.094,0.966
-0.157,0.072,0.957
-0.149,0.071,0.959
-0.199,0.112,1.002
-0.142,0.052,0.95
-0.176,0.103,0.977
-0.197,0.055,0.973
-0.165,0.082,0.962
-0.165,0.077,0.972
-0.155,0.047,0.965
-0.22,0.113,1.004
-0.122,0.01,0.961
-0.15,0.076,0.991
-0.127,0.062,0.963
-0.192,0.128,0.99
-0.019,0.016,0.969
-0.132,0.046,0.962
-0.178,0.018,0.991
-0.327,-0.176,1.146
-0.251,-0.076,1.078
-0.136,0.088,1.05
-0.001,0.042,0.962
-0.102,0.028,0.968
-0.159,0.034,1.013
-0.107,0.009,1.008
-0.119,0.041,1.043
-0.12,0.021,1.022
-0.122,0.046,1.007
-0.12,0.059,1.004
-0.166,0.041,0.99
-0.152,0.025,0.991
-0.149,0.035,0.976
-0.165,0.048,1
-0.151,0.032,1
-0.222,0.04,1.013
-0.137,0.019,0.965
-0.142,0.05,1.001
-0.184,0.025,0.884
-0.16,0.046,0.974
-0.153,0.038,0.974
-0.154,0.07,0.979
-0.155,0.103,0.969
-0.124,0.041,0.943
-0.16,0.058,0.965
-0.159,0.032,0.962
-0.145,0.045,0.968
-0.167,0.063,0.997
-0.129,0.125,0.995
-0.136,0.167,0.98
-0.12,0.176,0.896
-0.182,0.209,0.772
-0.191,0.171,0.757
-0.196,0.021,0.789
-0.197,-0.012,0.843
-0.155,-0.163,0.878
-0.121,-0.137,1.017
-0.107,-0.144,1.087
-0.072,-0.129,1.109
-0.083,-0.111,1.123
-0.095,-0.109,1.116
-0.088,-0.097,1.104
-0.104,-0.086,1.074
-0.068,-0.109,1.038
-0.107,-0.07,1.03
-0.126,-0.078,0.977
-0.138,-0.084,0.973
-0.154,-0.044,0.996
-0.132,-0.248,0.975
-0.183,-0.089,1.124
-0.112,-0.047,1.109
-0.101,-0.083,1.07
-0.126,-0.125,0.991
-0.16,-0.077,0.999
-0.153,-0.083,0.959
-0.151,-0.082,0.97
-0.142,-0.115,0.965
-0.16,-0.104,0.976
-0.122,-0.08,0.976
-0.158,-0.075,0.989
-0.163,-0.092,0.999
-0.145,-0.079,1.118
-0.139,-0.068,1.004
-0.141,-0.079,0.989
-0.149,-0.093,0.996
-0.142,-0.072,0.997
