Accel_x,Accel_y,Accel_z
1.2,-1.25,0.792
1.005,-1.089,0.561
0.727,-1.033,0.481
0.913,-1.132,0.6
1.085,-1.157,0.857
1.106,-1.062,1.018
1.06,-1.018,1.195
0.988,-0.986,1.301
0.942,-0.976,1.467
0.766,-0.935,1.538
0.586,-0.862,1.591
0.479,-0.837,1.708
0.41,-0.826,1.773
0.254,-0.817,1.737
0.151,-0.825,1.685
-0.062,-0.84,1.373
-0.022,-0.88,1.238
-0.112,-0.832,1.119
-0.087,-0.789,1.058
-0.144,-0.786,0.845
-0.151,-0.723,0.735
-0.046,-0.645,0.717
0.061,-0.582,0.675
0.097,-0.537,0.583
0.155,-0.51,0.527
0.259,-0.448,0.531
0.382,-0.393,0.529
0.447,-0.353,0.525
0.527,-0.355,0.521
0.58,-0.348,0.513
0.741,-0.342,0.569
0.752,-0.352,0.506
0.76,-0.366,0.528
0.847,-0.359,0.556
0.86,-0.368,0.554
0.887,-0.386,0.57
0.868,-0.475,0.565
0.87,-0.511,0.629
0.886,-0.608,0.661
0.834,-0.686,0.738
0.784,-0.731,0.776
0.697,-0.766,0.82
0.661,-0.854,0.794
0.609,-0.999,0.81
0.607,-1.009,0.86
0.589,-1.01,0.997
0.564,-1.008,0.912
0.562,-0.996,0.975
0.581,-0.993,0.989
0.564,-0.972,0.938
0.52,-0.964,0.905
0.49,-0.965,0.897
0.456,-0.937,0.899
0.428,-0.865,0.847
0.408,-0.835,0.784
0.535,-0.86,0.815
0.559,-0.814,0.79
0.59,-0.802,0.746
0.595,-0.781,0.724
0.591,-0.758,0.691
0.585,-0.728,0.658
0.576,-0.706,0.629
0.58,-0.655,0.621
0.575,-0.609,0.612
0.569,-0.565,0.605
0.583,-0.554,0.603
0.574,-0.535,0.595
0.553,-0.507,0.604
0.542,-0.492,0.635
0.54,-0.442,0.652
0.529,-0.389,0.671
0.503,-0.361,0.673
0.458,-0.318,0.676
0.433,-0.285,0.696
0.422,-0.245,0.715
0.387,-0.222,0.721
0.367,-0.179,0.734
0.354,-0.16,0.727
0.329,-0.134,0.722
0.32,-0.119,0.722
0.317,-0.104,0.721
0.303,-0.099,0.709
0.291,-0.079,0.703
0.291,-0.052,0.707
0.296,-0.041,0.71
0.294,0.001,0.715
0.278,0.045,0.734
0.296,0.025,0.702
0.299,0.106,0.714
0.264,0.193,0.739
0.243,0.227,0.629
0.168,0.325,0.61
0.346,0.336,0.764
0.274,0.336,0.695
0.193,0.403,0.651
0.21,0.414,0.694
0.26,0.413,0.718
0.254,0.41,0.716
0.248,0.409,0.718
0.223,0.436,0.748
0.165,0.529,0.755
0.13,0.539,0.717
0.176,0.423,0.719
0.247,0.359,0.745
0.255,0.401,0.751
0.212,0.425,0.741
0.188,0.428,0.747
0.197,0.376,0.805
0.731,-1.027,0.341
0.748,-1.083,0.362
0.748,-1.222,0.357
0.738,-1.135,0.371
0.739,-1.154,0.382
0.765,-1.192,0.411
0.779,-1.19,0.46
0.762,-1.141,0.496
0.734,-1.107,0.55
0.732,-1.081,0.601
0.69,-1.035,0.646
0.676,-1.011,0.661
0.598,-0.929,0.671
0.532,-0.853,0.732
0.483,-0.812,0.749
0.456,-0.81,0.741
0.418,-0.819,0.738
0.374,-0.824,0.742
0.378,-0.809,0.768
0.371,-0.822,0.784
0.333,-0.823,0.802
0.312,-0.807,0.855
0.307,-0.79,0.891
0.324,-0.79,0.896
0.328,-0.798,0.891
0.333,-0.793,0.887
0.359,-0.79,0.885
0.392,-0.793,0.864
0.406,-0.804,0.829
0.434,-0.806,0.789
0.459,-0.81,0.77
0.494,-0.809,0.736
0.511,-0.815,0.708
0.546,-0.822,0.677
0.587,-0.841,0.664
0.619,-0.858,0.635
0.638,-0.879,0.615
0.69,-0.884,0.601
0.746,-0.911,0.597
0.762,-0.929,0.584
0.784,-0.927,0.574
0.804,-0.956,0.558
0.818,-0.916,0.565
0.818,-0.894,0.559
0.834,-0.91,0.531
0.83,-0.913,0.492
0.823,-0.906,0.481
0.813,-0.891,0.465
0.808,-0.876,0.445
0.794,-0.862,0.426
0.764,-0.845,0.419
0.745,-0.83,0.405
0.714,-0.823,0.401
0.698,-0.813,0.4
0.687,-0.809,0.4
0.682,-0.804,0.407
0.677,-0.803,0.405
0.677,-0.802,0.392
0.689,-0.813,0.399
0.68,-0.81,0.4
0.677,-0.783,0.396
0.677,-0.778,0.407
0.689,-0.749,0.476
0.686,-0.693,0.497
0.679,-0.719,0.481
0.676,-0.695,0.48
0.649,-0.668,0.487
0.638,-0.626,0.513
0.644,-0.599,0.553
0.642,-0.592,0.561
0.62,-0.577,0.571
0.596,-0.555,0.592
0.625,-0.483,0.866
0.607,-0.566,0.878
0.476,-0.501,0.646
0.438,-0.556,0.607
0.381,-0.526,0.59
0.407,-0.462,0.666
0.478,-0.447,0.729
0.509,-0.422,0.756
0.489,-0.42,0.779
0.466,-0.419,0.775
0.413,-0.398,0.774
0.363,-0.346,0.777
0.348,-0.267,0.785
0.336,-0.226,0.796
0.33,-0.159,0.801
0.321,-0.094,0.803
0.301,-0.064,0.806
0.273,-0.026,0.8
0.263,0.001,0.797
0.251,0.014,0.799
0.247,0.046,0.799
0.243,0.051,0.784
0.244,0.054,0.784
0.252,0.052,0.791
0.263,0.044,0.803
0.269,0.051,0.822
0.277,0.061,0.843
0.269,0.097,0.852
0.272,0.078,0.813
0.291,0.123,0.834
0.291,0.173,0.873
0.286,0.187,0.809
0.221,0.254,0.773
0.249,0.281,0.89
0.278,0.284,0.865
0.228,0.305,0.812
0.215,0.308,0.743
0.201,0.355,0.742
0.218,0.344,0.799
0.247,0.326,0.79
0.239,0.301,0.773
0.243,0.279,0.748
0.245,0.271,0.87
0.238,0.258,0.759
0.232,0.126,0.775
0.225,0.231,0.786
0.227,0.203,0.802
0.722,-1.067,-0.264
0.741,-1.199,-0.184
1.034,-1.43,0.115
1.173,-1.719,-0.104
0.892,-1.58,-0.135
1.017,-1.769,-0.183
0.991,-1.882,-0.163
1.133,-1.877,-0.047
1.138,-1.896,-0.09
1.156,-1.871,-0.052
1.182,-1.877,0.201
1.063,-1.851,0.282
1.11,-1.747,0.587
1.064,-1.671,0.981
1.026,-1.452,1.219
0.84,-1.202,1.498
0.694,-1.186,1.584
0.502,-1.221,1.626
0.367,-1.226,1.758
0.294,-1.242,1.88
0.051,-1.268,1.776
-0.27,-1.366,1.75
-0.377,-1.482,1.858
-0.596,-1.505,1.85
-0.737,-1.359,1.931
-0.643,-1.22,1.926
-0.505,-1.099,1.613
-0.266,-1.032,1.49
0.039,-0.937,1.341
0.154,-0.829,1.131
0.333,-0.794,0.891
0.527,-0.756,0.771
0.606,-0.732,0.562
0.746,-0.723,0.396
0.86,-0.705,0.324
0.912,-0.668,0.167
0.975,-0.697,0.17
1.046,-0.537,0.179
1.018,-0.466,0.114
1.037,-0.455,0.165
0.994,-0.449,0.177
0.944,-0.485,0.237
0.911,-0.52,0.296
0.844,-0.535,0.332
0.777,-0.549,0.347
0.735,-0.552,0.397
0.691,-0.581,0.407
0.717,-0.656,0.393
0.868,-0.714,0.418
0.752,-0.725,0.434
0.752,-0.737,0.437
0.762,-0.746,0.458
0.782,-0.749,0.503
0.78,-0.755,0.511
0.779,-0.756,0.522
0.782,-0.756,0.534
0.78,-0.763,0.545
0.777,-0.769,0.574
0.773,-0.785,0.589
0.742,-0.772,0.598
0.724,-0.74,0.609
0.72,-0.733,0.642
0.72,-0.751,0.64
0.712,-0.749,0.616
0.687,-0.742,0.623
0.693,-0.711,0.656
0.693,-0.67,0.685
0.695,-0.692,0.653
0.712,-0.7,0.674
0.723,-0.706,0.692
0.699,-0.705,0.7
0.686,-0.695,0.69
0.659,-0.691,0.676
0.636,-0.675,0.672
0.615,-0.667,0.669
0.604,-0.66,0.66
0.58,-0.634,0.655
0.55,-0.61,0.641
0.536,-0.592,0.622
0.503,-0.555,0.615
0.49,-0.517,0.599
0.458,-0.497,0.593
0.427,-0.448,0.592
0.412,-0.398,0.594
0.385,-0.377,0.593
0.351,-0.339,0.594
0.324,-0.313,0.594
0.315,-0.304,0.595
0.301,-0.294,0.596
0.299,-0.291,0.597
0.296,-0.294,0.609
0.293,-0.292,0.615
0.295,-0.29,0.633
0.3,-0.285,0.651
0.307,-0.264,0.664
0.309,-0.231,0.684
0.318,-0.211,0.697
0.322,-0.165,0.707
0.3,-0.104,0.723
0.29,-0.04,0.75
0.272,-0.001,0.747
0.222,0.046,0.692
0.218,0.072,0.695
0.224,0.091,0.736
0.222,0.102,0.743
0.205,0.108,0.741
0.175,0.121,0.691
0.14,0.128,0.67
0.133,0.142,0.674
0.135,0.141,0.714
0.141,0.122,0.733
0.147,0.124,0.741
0.153,0.148,0.752
0.149,0.187,0.74
0.123,0.217,0.775
0.143,0.242,0.795
0.176,0.243,0.812
0.186,0.37,0.819
0.203,0.266,0.834
0.838,-1.087,-0.408
0.976,-1.212,-0.565
1.1,-1.37,-0.664
1.24,-1.615,-0.689
1.305,-1.553,-0.617
1.372,-1.824,-0.557
1.406,-1.816,-0.478
1.4,-1.825,-0.35
1.362,-1.79,-0.146
1.291,-1.663,0.122
1.198,-1.523,0.382
1.087,-1.331,0.456
0.813,-1.222,0.495
0.595,-1.135,0.538
0.515,-1.25,0.535
0.267,-1.273,0.686
0.129,-1.269,0.794
0.041,-1.337,0.906
-0.109,-1.317,1.159
-0.228,-1.389,1.252
-0.337,-1.399,1.458
-0.374,-1.378,1.665
-0.415,-1.259,1.732
-0.405,-1.119,1.75
-0.408,-0.901,1.621
-0.265,-0.825,1.568
0.044,-0.821,1.415
0.12,-0.841,1.106
0.24,-0.821,0.813
0.373,-0.799,0.692
0.582,-0.771,0.505
0.563,-0.753,0.142
0.775,-0.722,0.08
0.843,-0.601,-0.135
0.919,-0.586,-0.237
1.029,-0.527,-0.282
1.117,-0.5,-0.307
1.177,-0.487,-0.273
1.194,-0.515,-0.196
1.218,-0.527,-0.065
1.183,-0.549,0.112
1.122,-0.594,0.081
1.08,-0.611,0.166
0.996,-0.624,0.251
0.921,-0.673,0.285
0.847,-0.786,0.308
0.821,-0.85,0.373
0.781,-0.857,0.425
0.751,-0.883,0.45
0.732,-0.935,0.497
0.818,-0.966,0.48
0.741,-0.983,0.492
0.71,-0.982,0.495
0.69,-0.978,0.543
0.704,-1.026,0.549
0.673,-1.041,0.493
0.659,-1.042,0.494
0.663,-1.035,0.514
0.688,-1.024,0.528
0.712,-0.98,0.543
0.714,-0.954,0.545
0.746,-0.937,0.547
0.769,-0.864,0.785
0.854,-0.779,0.761
0.683,-0.79,0.449
0.695,-0.762,0.502
0.746,-0.729,0.54
0.629,-0.667,0.621
0.668,-0.634,0.616
0.6,-0.595,0.618
0.545,-0.631,0.614
0.519,-0.662,0.59
0.502,-0.664,0.576
0.543,-0.654,0.583
0.511,-0.626,0.575
0.474,-0.609,0.603
0.4,-0.582,0.595
0.362,-0.553,0.585
0.362,-0.542,0.593
0.363,-0.536,0.59
0.371,-0.536,0.576
0.395,-0.535,0.563
0.433,-0.499,0.549
0.441,-0.472,0.558
0.41,-0.392,0.566
0.367,-0.301,0.604
0.347,-0.265,0.649
0.33,-0.226,0.671
0.328,-0.217,0.714
0.31,-0.22,0.745
0.26,-0.19,0.772
0.255,-0.111,0.84
0.23,-0.068,0.878
0.151,-0.055,0.89
0.137,-0.014,0.913
0.15,0,0.914
0.194,0.002,0.925
0.238,-0.008,0.923
0.256,0,0.909
0.281,0.012,0.891
0.301,0.022,0.853
0.306,0.025,0.812
0.306,0.039,0.801
0.305,0.053,0.787
0.307,0.058,0.775
0.29,0.077,0.774
0.275,0.114,0.797
0.246,0.12,0.794
0.229,0.119,0.781
0.207,0.183,0.8
0.201,0.19,0.819
0.209,0.191,0.826
0.205,0.189,0.811
0.198,0.183,0.785
0.2,0.167,0.793
0.219,0.144,0.813
0.217,0.136,0.793
0.213,0.128,0.787
0.209,0.121,0.783
0.949,-1.161,0.032
0.956,-1.277,0.155
1.143,-1.624,0.432
1.163,-1.926,0.45
0.986,-1.738,0.498
0.847,-1.85,0.552
0.838,-1.969,0.539
0.822,-1.944,0.694
0.767,-1.922,0.872
0.779,-1.871,1.109
0.789,-1.719,1.225
0.756,-1.514,1.442
0.644,-1.416,1.705
0.469,-1.242,1.802
0.25,-1.093,1.997
0.137,-1.049,2.122
-0.128,-1.057,2.135
-0.41,-1.181,2.169
-0.497,-1.358,2.273
-0.752,-1.403,1.955
-0.839,-1.391,1.819
-0.697,-1.209,1.584
-0.631,-1.015,1.316
-0.432,-0.94,1.05
-0.164,-0.782,0.935
-0.041,-0.689,0.732
0.126,-0.679,0.549
0.286,-0.631,0.468
0.445,-0.593,0.241
0.466,-0.498,0.145
0.469,-0.452,0.073
0.52,-0.432,0.036
0.625,-0.4,-0.009
0.671,-0.368,0.007
0.716,-0.364,0.087
0.719,-0.373,0.151
0.726,-0.365,0.271
0.73,-0.37,0.369
0.721,-0.402,0.412
0.718,-0.453,0.483
0.698,-0.471,0.522
0.68,-0.526,0.538
0.677,-0.593,0.556
0.683,-0.635,0.565
0.69,-0.695,0.564
0.672,-0.726,0.558
0.663,-0.747,0.578
0.653,-0.792,0.572
0.655,-0.815,0.578
0.67,-0.806,0.62
0.698,-0.809,0.651
0.69,-0.804,0.643
0.656,-0.78,0.639
0.648,-0.768,0.636
0.634,-0.768,0.628
0.624,-0.762,0.619
0.749,-0.798,0.61
0.621,-0.804,0.607
0.606,-0.807,0.612
0.581,-0.813,0.631
0.568,-0.82,0.663
0.545,-0.822,0.678
0.523,-0.823,0.705
0.511,-0.819,0.732
0.497,-0.809,0.756
0.483,-0.779,0.77
0.477,-0.724,0.784
0.465,-0.686,0.787
0.446,-0.62,0.778
0.441,-0.548,0.759
0.419,-0.517,0.743
0.393,-0.469,0.713
0.381,-0.427,0.676
0.359,-0.409,0.66
0.341,-0.387,0.634
0.337,-0.372,0.62
0.329,-0.366,0.613
0.328,-0.35,0.614
0.329,-0.347,0.616
0.33,-0.361,0.623
0.337,-0.366,0.629
0.346,-0.373,0.645
0.355,-0.392,0.655
0.362,-0.4,0.672
0.367,-0.403,0.711
0.375,-0.379,0.744
0.377,-0.343,0.761
0.376,-0.275,0.791
0.371,-0.182,0.813
0.357,-0.131,0.818
0.326,-0.036,0.822
0.313,0.024,0.793
0.313,0.05,0.785
0.322,0.102,0.775
0.325,0.127,0.759
0.329,0.134,0.733
0.339,0.12,0.728
0.341,0.245,0.719
0.322,0.13,0.727
0.476,0.107,0.737
0.384,0.16,0.765
0.36,0.203,0.767
0.3,0.329,0.757
0.266,0.354,0.707
0.37,0.149,0.666
0.397,0.14,0.675
0.417,0.195,0.694
0.387,0.325,0.682
0.36,0.355,0.68
0.368,0.392,0.689
0.356,0.402,0.699
0.352,0.428,0.705
0.352,0.432,0.69
0.294,0.473,0.671
0.281,0.419,0.726
0.371,0.382,0.747
0.393,0.386,0.79
0.371,0.39,0.816
0.349,0.389,0.819
1.09,-0.97,-0.041
1.123,-1.094,0.044
1.137,-1.147,0.129
1.233,-1.178,0.427
1.337,-1.243,0.522
1.275,-1.325,0.556
1.265,-1.402,0.584
1.259,-1.37,0.631
1.256,-1.256,0.751
1.288,-1.286,0.873
1.314,-1.299,0.938
1.244,-1.198,1.028
1.18,-1.126,1.039
1.011,-1.054,1.055
0.82,-0.976,1.038
0.724,-0.888,0.939
0.522,-0.867,0.879
0.422,-0.842,0.87
0.354,-0.84,0.795
0.119,-0.858,0.638
0.039,-0.841,0.59
0.043,-0.79,0.686
0.04,-0.783,0.664
0.054,-0.759,0.661
0.067,-0.717,0.662
0.094,-0.7,0.64
0.157,-0.708,0.627
0.212,-0.706,0.596
0.32,-0.687,0.569
0.405,-0.649,0.557
0.444,-0.625,0.531
0.508,-0.614,0.497
0.585,-0.597,0.478
0.627,-0.586,0.44
0.703,-0.575,0.409
0.755,-0.562,0.396
0.794,-0.55,0.371
0.809,-0.556,0.358
0.828,-0.565,0.347
0.83,-0.574,0.347
0.831,-0.592,0.352
0.83,-0.611,0.348
0.827,-0.642,0.352
0.853,-0.69,0.384
0.868,-0.72,0.411
0.835,-0.76,0.422
0.803,-0.812,0.405
0.801,-0.833,0.411
0.828,-0.86,0.429
0.842,-0.847,0.462
0.805,-0.99,0.499
0.864,-0.938,0.376
0.899,-0.977,0.494
0.907,-0.954,0.51
0.901,-0.936,0.509
0.901,-0.91,0.51
0.895,-0.87,0.501
0.878,-0.851,0.482
0.867,-0.807,0.473
0.861,-0.774,0.462
0.845,-0.626,0.465
0.839,-0.736,0.465
0.831,-0.713,0.464
0.823,-0.706,0.475
0.811,-0.689,0.48
0.789,-0.687,0.497
0.774,-0.694,0.518
0.769,-0.674,0.557
0.764,-0.679,0.57
0.766,-0.669,0.582
0.757,-0.657,0.589
0.738,-0.635,0.587
0.728,-0.605,0.577
0.701,-0.587,0.565
0.683,-0.546,0.562
0.68,-0.508,0.567
0.66,-0.491,0.553
0.574,-0.47,0.508
0.547,-0.422,0.488
0.528,-0.403,0.507
0.493,-0.361,0.52
0.472,-0.335,0.529
0.435,-0.293,0.532
0.402,-0.253,0.548
0.384,-0.234,0.564
0.351,-0.207,0.569
0.334,-0.19,0.57
0.299,-0.18,0.583
0.275,-0.147,0.598
0.266,-0.14,0.625
0.258,-0.128,0.625
0.251,-0.111,0.629
0.244,-0.104,0.633
0.232,-0.076,0.63
0.226,-0.048,0.616
0.216,-0.027,0.61
0.209,0.019,0.613
0.211,0.059,0.61
0.209,0.074,0.612
0.203,0.112,0.612
0.203,0.136,0.621
0.202,0.187,0.632
0.188,0.248,0.639
0.18,0.276,0.658
0.184,0.28,0.674
0.189,0.289,0.72
0.181,0.325,0.741
0.181,0.311,0.763
0.185,0.323,0.783
0.163,0.311,0.773
0.176,0.243,0.768
0.182,0.201,0.755
0.185,0.2,0.768
0.187,0.218,0.768
0.194,0.172,0.76
0.218,0.158,0.763
0.236,0.163,0.791
0.244,0.171,0.822
0.238,0.216,0.856
0.843,-0.905,-0.425
0.934,-1.052,-0.456
1.044,-1.19,-0.467
1.099,-1.32,-0.458
1.226,-1.375,-0.443
1.431,-1.434,-0.381
1.751,-1.649,-0.003
1.858,-2.242,0.059
1.815,-1.75,0.262
1.676,-1.994,0.222
1.614,-2.04,0.276
1.598,-2.013,0.619
1.714,-1.808,0.996
1.705,-1.524,1.527
1.465,-1.325,1.908
1.21,-0.934,2.027
1.123,-0.79,2.308
1.046,-0.796,2.518
0.691,-0.927,2.638
0.261,-1.22,1.792
0.061,-1.267,1.933
-0.099,-1.407,1.968
-0.398,-1.527,1.722
-0.482,-1.407,1.624
-0.549,-1.32,1.362
-0.626,-1.255,1.012
-0.567,-1.098,0.89
-0.402,-0.96,0.684
-0.331,-0.837,0.534
-0.083,-0.77,0.415
0.129,-0.66,0.371
0.25,-0.6,0.265
0.298,-0.573,0.145
0.417,-0.551,0.06
0.529,-0.516,0.029
0.587,-0.483,-0.011
0.697,-0.465,-0.024
0.836,-0.417,0.017
0.898,-0.39,0.061
0.877,-0.343,0.082
0.847,-0.287,0.11
0.845,-0.28,0.166
0.843,-0.3,0.172
0.81,-0.318,0.149
0.83,-0.399,0.156
0.869,-0.45,0.202
0.878,-0.461,0.213
0.869,-0.507,0.224
0.875,-0.514,0.29
0.892,-0.532,0.342
0.904,-0.634,0.364
0.889,-0.708,0.383
0.885,-0.8,0.422
0.875,-0.834,0.469
0.867,-0.882,0.49
0.857,-0.947,0.533
0.872,-0.98,0.56
0.88,-1.004,0.588
0.909,-0.951,0.674
0.947,-0.902,0.775
1.006,-0.904,0.807
1.027,-0.885,0.836
1.03,-0.861,0.84
1.01,-0.817,0.834
1.003,-0.78,0.818
1.008,-0.739,0.796
1.025,-0.722,0.754
1.039,-0.694,0.733
1.042,-0.657,0.68
1.046,-0.635,0.635
1.039,-0.586,0.615
1.034,-0.553,0.574
1.013,-0.48,0.555
1,-0.4,0.526
0.949,-0.356,0.392
0.862,-0.312,0.428
0.822,-0.286,0.357
0.788,-0.176,0.366
0.787,-0.134,0.379
0.783,-0.11,0.378
0.729,-0.04,0.374
0.691,-0.04,0.291
0.645,-0.015,0.286
0.636,0.018,0.319
0.615,0.025,0.327
0.6,0.051,0.346
0.572,0.07,0.377
0.537,0.108,0.395
0.521,0.155,0.424
0.478,0.177,0.451
0.434,0.224,0.462
0.414,0.257,0.479
0.375,0.273,0.491
0.34,0.324,0.496
0.325,0.38,0.499
0.3,0.394,0.489
0.295,0.28,0.51
0.309,0.264,0.535
0.302,0.368,0.549
0.268,0.428,0.576
0.246,0.439,0.61
0.239,0.597,0.621
0.249,0.388,0.538
0.306,0.369,0.549
0.337,0.422,0.569
0.329,0.608,0.551
0.224,0.633,0.563
0.259,0.665,0.589
0.357,0.67,0.615
0.376,0.638,0.631
0.384,0.641,0.645
0.389,0.677,0.653
0.382,0.648,0.676
0.372,0.65,0.686
0.349,0.624,0.705
0.346,0.596,0.729
0.343,0.587,0.869
0.352,0.54,0.778
0.346,0.523,0.793
1.004,-0.84,-0.306
1.106,-0.882,-0.28
1.213,-0.928,-0.252
1.32,-0.976,-0.224
1.365,-0.996,-0.181
1.387,-0.996,-0.088
1.517,-0.992,0.229
1.454,-1.191,0.289
1.294,-1.081,0.228
1.262,-1.129,0.33
1.095,-1.148,0.377
0.996,-1.145,0.446
0.921,-1.122,0.508
0.677,-1.126,0.564
0.509,-1.147,0.585
0.404,-1.041,0.641
0.204,-0.992,0.681
0.041,-0.88,0.66
-0.045,-0.738,0.676
-0.053,-0.711,0.729
0.013,-0.743,0.736
0.05,-0.745,0.729
0.083,-0.693,0.804
0.134,-0.72,0.763
0.184,-0.705,0.776
0.282,-0.691,0.788
0.314,-0.675,0.738
0.399,-0.662,0.69
0.519,-0.649,0.669
0.567,-0.631,0.617
0.643,-0.626,0.551
0.746,-0.569,0.527
0.848,-0.558,0.454
0.902,-0.557,0.364
0.959,-0.542,0.337
1.017,-0.571,0.325
1.039,-0.624,0.328
1.06,-0.671,0.359
1.078,-0.696,0.499
1.05,-0.723,0.412
1.013,-0.776,0.455
1.085,-0.827,0.55
1.014,-0.831,0.557
0.977,-0.905,0.543
0.899,-0.935,0.538
0.813,-0.972,0.536
0.795,-0.997,0.559
0.833,-1.021,0.573
0.85,-1.022,0.576
0.876,-1.003,0.574
0.892,-0.986,0.582
0.99,-0.957,0.632
0.982,-0.959,0.609
0.917,-0.935,0.544
0.91,-0.913,0.528
0.905,-0.889,0.524
0.905,-0.848,0.519
0.908,-0.804,0.521
0.913,-0.8,0.513
0.871,-0.78,0.513
0.839,-0.743,0.514
0.77,-0.732,0.527
0.722,-0.715,0.541
0.677,-0.717,0.575
0.651,-0.741,0.594
0.61,-0.75,0.635
0.587,-0.753,0.641
0.519,-0.733,0.665
0.489,-0.703,0.681
0.439,-0.673,0.689
0.396,-0.63,0.689
0.261,-0.602,0.687
0.362,-0.584,0.676
0.324,-0.537,0.664
0.292,-0.478,0.65
0.282,-0.415,0.654
0.274,-0.407,0.637
0.241,-0.366,0.631
0.244,-0.334,0.631
0.242,-0.319,0.629
0.234,-0.301,0.617
0.238,-0.284,0.626
0.259,-0.275,0.646
0.27,-0.26,0.649
0.27,-0.242,0.667
0.272,-0.231,0.68
0.251,-0.203,0.688
0.251,-0.159,0.727
0.246,-0.133,0.742
0.245,-0.089,0.753
0.251,-0.036,0.78
0.236,-0.012,0.767
0.233,0.024,0.766
0.237,0.074,0.778
0.238,0.091,0.779
0.209,0.127,0.787
0.209,0.152,0.81
0.262,0.153,0.814
0.268,0.171,0.815
0.272,0.167,0.806
0.284,0.167,0.8
0.306,0.172,0.815
0.324,0.172,0.813
0.341,0.142,0.815
0.357,0.111,0.804
0.357,0.096,0.831
0.428,0.031,0.841
0.399,0.177,0.88
0.346,0.35,0.881
0.256,0.339,0.853
0.316,0.228,0.847
0.341,0.222,0.848
0.335,0.273,0.855
0.294,0.332,0.842
0.281,0.351,0.856
0.3,0.351,0.858
0.299,0.335,0.864
0.299,0.311,0.86
0.303,0.28,0.85
0.548,-0.882,0.548
0.41,-0.884,0.368
0.678,-1.104,0.62
0.953,-1.382,0.706
0.608,-1.249,0.481
0.578,-1.343,0.357
0.593,-1.351,0.322
0.639,-1.388,0.321
0.727,-1.257,0.353
0.857,-1.287,0.316
0.957,-1.338,0.308
1,-1.32,0.379
1.011,-1.313,0.507
1.027,-1.286,0.658
1.011,-1.27,0.745
0.998,-1.243,0.945
0.913,-1.166,1.041
0.823,-1.131,1.218
0.766,-1.11,1.355
0.605,-1.09,1.399
0.447,-1.112,1.441
0.412,-1.005,1.426
0.3,-1.025,1.428
0.168,-0.963,1.384
0.127,-0.949,1.316
0.057,-0.867,1.274
0.007,-0.801,1.19
-0.004,-0.729,1.143
0.006,-0.712,1.098
0.042,-0.665,1.081
0.081,-0.618,1.032
0.097,-0.58,0.98
0.145,-0.566,0.957
0.203,-0.55,0.911
0.234,-0.534,0.874
0.296,-0.531,0.858
0.304,-0.518,0.799
0.362,-0.53,0.781
0.463,-0.546,0.778
0.482,-0.566,0.744
0.507,-0.578,0.713
0.558,-0.598,0.71
0.572,-0.622,0.693
0.614,-0.635,0.679
0.671,-0.652,0.66
0.691,-0.68,0.654
0.719,-0.696,0.656
0.727,-0.748,0.65
0.728,-0.775,0.644
0.716,-0.82,0.641
0.704,-0.87,0.659
0.707,-0.916,0.663
0.725,-1,0.674
0.762,-1.046,0.727
0.773,-1.104,0.777
0.727,-1.111,0.779
0.693,-1.117,0.772
0.684,-1.114,0.77
0.67,-1.098,0.757
0.644,-1.051,0.752
0.637,-1.016,0.73
0.616,-0.99,0.701
0.588,-0.967,0.689
0.562,-0.925,0.661
0.553,-0.906,0.628
0.534,-0.897,0.594
0.521,-0.869,0.575
0.515,-0.837,0.549
0.502,-0.822,0.525
0.49,-0.778,0.518
0.469,-0.726,0.511
0.459,-0.697,0.509
0.433,-0.631,0.511
0.406,-0.57,0.526
0.389,-0.536,0.545
0.359,-0.483,0.557
0.321,-0.434,0.575
0.305,-0.398,0.595
0.28,-0.347,0.63
0.267,-0.298,0.656
0.25,-0.267,0.677
0.235,-0.176,0.685
0.213,-0.081,0.714
0.191,-0.032,0.734
0.159,0.061,0.744
0.147,0.143,0.763
0.122,0.186,0.773
0.093,0.256,0.769
0.084,0.307,0.757
0.078,0.33,0.755
0.082,0.359,0.751
0.081,0.397,0.748
0.074,0.415,0.754
0.077,0.387,0.746
0.088,0.373,0.744
0.115,0.371,0.748
0.143,0.392,0.76
0.16,0.395,0.776
0.19,0.402,0.786
0.212,0.385,0.809
0.274,0.353,0.868
0.294,0.49,0.922
0.233,0.642,0.947
0.203,0.74,0.893
0.281,0.493,0.853
0.326,0.511,0.839
0.35,0.572,0.844
0.304,0.697,0.833
0.286,0.692,0.812
0.291,0.672,0.814
0.309,0.63,0.821
0.319,0.593,0.832
0.321,0.573,0.848
0.316,0.525,0.855
0.292,0.465,0.878
0.284,0.405,0.907
0.272,0.38,0.935
0.263,0.328,0.958
0.26,0.287,0.968
0.752,-1.01,-0.261
1.102,-1.412,0.076
1.059,-1.38,-0.047
0.956,-1.521,-0.114
1.008,-1.676,-0.149
1.082,-1.735,-0.076
1.261,-1.804,-0.036
1.484,-1.843,0.123
1.604,-1.875,0.33
1.721,-1.885,0.408
1.739,-1.848,0.59
1.716,-1.798,0.699
1.699,-1.683,0.922
1.629,-1.597,1.276
1.566,-1.381,1.508
1.499,-1.15,1.79
1.229,-1.025,2.041
0.705,-0.865,2.1
0.5,-0.848,2.156
0.069,-0.923,1.703
-0.279,-0.981,1.568
-0.347,-0.851,1.593
-0.359,-0.819,1.612
-0.462,-0.873,1.564
-0.7,-0.858,1.467
-0.662,-0.838,1.396
-0.54,-0.772,1.383
