Accel_x,Accel_y,Accel_z
0.782,-0.146,-0.638
0.783,-0.159,-0.648
0.803,-0.162,-0.656
0.813,-0.171,-0.658
0.814,-0.176,-0.663
0.81,-0.178,-0.657
0.8,-0.184,-0.667
0.807,-0.185,-0.664
0.774,-0.154,-0.646
0.757,-0.167,-0.651
0.76,-0.183,-0.65
0.771,-0.213,-0.643
0.77,-0.222,-0.612
0.761,-0.228,-0.588
0.744,-0.239,-0.602
0.727,-0.235,-0.601
0.714,-0.256,-0.622
0.709,-0.251,-0.621
0.688,-0.254,-0.632
0.687,-0.29,-0.647
0.688,-0.311,-0.633
0.701,-0.332,-0.62
0.712,-0.348,-0.608
0.717,-0.365,-0.598
0.707,-0.346,-0.592
0.712,-0.351,-0.604
0.71,-0.349,-0.605
0.708,-0.352,-0.603
0.719,-0.359,-0.606
0.727,-0.358,-0.602
0.734,-0.357,-0.593
0.746,-0.363,-0.581
0.755,-0.368,-0.582
0.772,-0.368,-0.586
0.779,-0.377,-0.59
0.779,-0.379,-0.593
0.778,-0.383,-0.595
0.775,-0.381,-0.592
0.773,-0.392,-0.595
0.77,-0.402,-0.6
0.767,-0.405,-0.609
0.764,-0.412,-0.617
0.758,-0.42,-0.62
0.754,-0.429,-0.616
0.753,-0.429,-0.605
0.749,-0.425,-0.599
0.747,-0.42,-0.585
0.745,-0.416,-0.569
0.737,-0.409,-0.558
0.731,-0.408,-0.554
0.731,-0.393,-0.565
0.733,-0.398,-0.577
0.742,-0.39,-0.606
0.745,-0.395,-0.619
0.752,-0.407,-0.64
0.755,-0.411,-0.66
0.76,-0.406,-0.664
0.764,-0.402,-0.665
0.762,-0.413,-0.648
0.759,-0.41,-0.646
0.753,-0.401,-0.622
0.716,-0.402,-0.592
0.71,-0.358,-0.587
0.76,-0.332,-0.58
0.751,-0.325,-0.543
0.733,-0.304,-0.524
0.735,-0.282,-0.505
0.748,-0.271,-0.523
0.767,-0.245,-0.561
0.778,-0.195,-0.58
0.79,-0.145,-0.611
0.818,-0.003,-0.656
0.826,-0.112,-0.702
0.846,-0.099,-0.721
0.858,-0.093,-0.767
0.866,-0.071,-0.799
0.874,-0.066,-0.831
0.865,-0.069,-0.846
0.856,-0.067,-0.849
0.855,-0.061,-0.849
0.843,-0.066,-0.853
0.827,-0.055,-0.846
0.805,-0.027,-0.827
0.79,-0.018,-0.809
0.765,-0.016,-0.801
0.763,0.017,-0.774
0.772,0.067,-0.704
0.744,0.011,-0.799
0.712,0.014,-0.808
0.691,0.026,-0.807
0.693,0.045,-0.759
0.699,0.064,-0.742
0.712,0.081,-0.708
0.72,0.104,-0.675
0.732,0.118,-0.651
0.729,0.141,-0.65
0.73,0.145,-0.644
0.716,0.143,-0.666
0.714,0.144,-0.65
0.737,0.177,-0.639
0.745,0.196,-0.616
0.733,0.213,-0.618
0.718,0.244,-0.608
0.711,0.254,-0.595
0.714,0.254,-0.615
0.708,0.254,-0.616
0.717,0.249,-0.605
0.475,0.333,1.203
0.421,0.354,1.311
0.368,0.246,1.305
0.397,0.107,1.269
0.361,-0.08,1.203
0.364,-0.083,1.278
0.35,-0.154,1.279
0.335,-0.067,1.312
0.331,-0.069,1.342
0.312,-0.025,1.358
0.312,0.035,1.362
0.346,0.039,1.334
0.363,0.062,1.401
0.367,0.102,1.379
0.348,0.154,1.322
0.346,0.127,1.251
0.29,0.105,1.235
0.276,0.159,1.219
0.256,0.198,1.197
0.219,0.202,1.18
0.22,0.24,1.171
0.21,0.264,1.156
0.223,0.294,1.102
0.225,0.244,0.995
0.127,0.125,1.003
-0.106,-0.129,1.087
-0.139,-0.048,1.205
-0.088,-0.019,1.091
-0.053,-0.085,1.019
-0.11,-0.194,0.913
-0.146,-0.241,0.842
-0.174,-0.224,0.752
-0.179,-0.192,0.721
-0.21,-0.203,0.78
-0.23,-0.283,0.825
-0.209,-0.317,0.882
-0.228,-0.353,0.932
-0.236,-0.417,0.973
-0.236,-0.421,0.998
-0.194,-0.433,0.947
-0.148,-0.374,0.907
-0.142,-0.327,0.92
-0.126,-0.328,0.906
-0.082,-0.333,0.896
-0.055,-0.396,0.902
-0.028,-0.425,0.924
-0.015,-0.438,0.941
-0.011,-0.441,0.961
-0.031,-0.447,0.997
-0.032,-0.462,0.996
-0.03,-0.46,0.981
-0.056,-0.442,0.968
-0.078,-0.428,0.938
-0.111,-0.405,0.901
-0.172,-0.405,0.871
-0.194,-0.437,0.851
-0.189,-0.478,0.837
-0.178,-0.517,0.838
-0.158,-0.537,0.839
-0.133,-0.564,0.844
-0.126,-0.575,0.847
-0.117,-0.582,0.853
-0.119,-0.586,0.858
-0.119,-0.572,0.868
-0.107,-0.566,0.877
-0.105,-0.554,0.884
-0.106,-0.544,0.896
-0.097,-0.535,0.901
-0.088,-0.518,0.911
-0.084,-0.511,0.919
-0.082,-0.496,0.925
-0.093,-0.481,0.939
-0.096,-0.473,0.945
-0.101,-0.457,0.945
-0.103,-0.45,0.944
-0.104,-0.449,0.944
-0.102,-0.452,0.941
-0.1,-0.454,0.935
-0.095,-0.456,0.932
-0.093,-0.462,0.925
-0.092,-0.462,0.917
-0.089,-0.457,0.913
-0.089,-0.454,0.902
-0.089,-0.455,0.897
-0.09,-0.451,0.895
-0.092,-0.447,0.886
-0.096,-0.445,0.882
-0.102,-0.443,0.877
-0.112,-0.439,0.875
-0.118,-0.441,0.876
-0.12,-0.447,0.88
-0.124,-0.447,0.88
-0.127,-0.447,0.878
-0.129,-0.445,0.875
-0.129,-0.443,0.877
-0.124,-0.446,0.887
-0.106,-0.441,0.906
-0.096,-0.437,0.914
-0.08,-0.434,0.914
-0.065,-0.427,0.913
-0.058,-0.418,0.911
-0.059,-0.415,0.917
-0.06,-0.414,0.925
-0.071,-0.418,0.93
-0.084,-0.419,0.94
-0.089,-0.42,0.936
-0.102,-0.423,0.929
-0.111,-0.438,0.913
-0.114,-0.446,0.904
-0.117,-0.452,0.898
-0.115,-0.459,0.894
-0.112,-0.46,0.891
-0.116,-0.462,0.899
-0.106,-0.446,0.916
-0.086,-0.426,0.919
-0.087,-0.413,0.924
-0.084,-0.407,0.938
-0.079,-0.399,0.94
-0.071,-0.4,0.948
0.645,-0.157,-1.182
0.644,-0.194,-1.106
0.631,-0.195,-1.012
0.623,-0.185,-0.999
0.609,-0.192,-0.997
0.606,-0.212,-0.961
0.616,-0.215,-0.878
0.656,-0.22,-0.797
0.685,-0.219,-0.776
0.698,-0.202,-0.73
0.752,-0.192,-0.708
0.77,-0.182,-0.702
0.784,-0.181,-0.691
0.771,-0.188,-0.697
0.775,-0.193,-0.721
0.754,-0.17,-0.742
0.737,-0.152,-0.791
0.735,-0.144,-0.826
0.735,-0.146,-0.838
0.712,-0.151,-0.857
0.723,-0.191,-0.84
0.726,-0.211,-0.813
0.7,-0.216,-0.791
0.68,-0.225,-0.775
0.686,-0.231,-0.728
0.689,-0.248,-0.68
0.693,-0.261,-0.64
0.712,-0.298,-0.627
0.685,-0.27,-0.649
0.654,-0.252,-0.643
0.669,-0.242,-0.653
0.663,-0.245,-0.671
0.655,-0.277,-0.689
0.66,-0.286,-0.712
0.622,-0.27,-0.726
0.637,-0.28,-0.729
0.647,-0.304,-0.716
0.658,-0.31,-0.704
0.661,-0.315,-0.696
0.673,-0.318,-0.685
0.678,-0.315,-0.675
0.687,-0.316,-0.668
0.694,-0.301,-0.667
0.716,-0.334,-0.663
0.707,-0.306,-0.685
0.668,-0.301,-0.693
0.683,-0.308,-0.688
0.686,-0.331,-0.689
0.681,-0.348,-0.683
0.675,-0.35,-0.684
0.682,-0.345,-0.687
0.686,-0.348,-0.683
0.688,-0.347,-0.687
0.685,-0.34,-0.685
0.681,-0.343,-0.686
0.678,-0.341,-0.68
0.677,-0.342,-0.671
0.678,-0.341,-0.67
0.677,-0.331,-0.674
0.674,-0.323,-0.678
0.671,-0.32,-0.681
0.669,-0.315,-0.682
0.67,-0.316,-0.684
0.67,-0.32,-0.682
0.669,-0.321,-0.681
0.671,-0.325,-0.678
0.675,-0.331,-0.67
0.678,-0.331,-0.664
0.684,-0.33,-0.665
0.686,-0.323,-0.67
0.689,-0.317,-0.686
0.686,-0.312,-0.7
0.684,-0.312,-0.722
0.683,-0.311,-0.732
0.686,-0.306,-0.748
0.685,-0.306,-0.76
0.684,-0.308,-0.76
0.679,-0.306,-0.757
0.677,-0.303,-0.756
0.676,-0.301,-0.752
0.705,-0.321,-0.742
0.674,-0.283,-0.758
0.667,-0.273,-0.765
0.684,-0.263,-0.721
0.691,-0.271,-0.694
0.672,-0.295,-0.639
0.671,-0.296,-0.576
0.684,-0.282,-0.537
0.705,-0.231,-0.529
0.71,-0.181,-0.528
0.71,-0.135,-0.551
0.712,-0.113,-0.59
0.714,-0.07,-0.615
0.719,-0.032,-0.666
0.729,-0.019,-0.716
0.729,-0.002,-0.77
0.727,-0.001,-0.797
0.727,-0.001,-0.85
0.728,0,-0.904
0.72,0.009,-0.928
0.715,0.02,-0.967
0.713,0.023,-0.993
0.709,0.034,-0.996
0.707,0.035,-1.002
0.689,0.016,-1.013
0.679,0.019,-0.988
0.664,-0.001,-0.979
0.651,-0.016,-0.973
0.634,-0.019,-0.936
0.627,-0.022,-0.918
0.626,-0.026,-0.88
0.625,-0.029,-0.834
0.623,-0.032,-0.774
0.644,-0.034,-0.736
0.655,-0.009,-0.691
0.663,0.004,-0.645
0.688,0.026,-0.624
0.697,0.056,-0.583
0.712,0.072,-0.567
0.414,-0.128,-1.603
0.283,-0.259,-1.628
0.242,-0.325,-1.634
0.292,-0.318,-1.633
0.312,-0.285,-1.558
0.332,-0.302,-1.369
0.385,-0.327,-1.152
0.441,-0.309,-0.92
0.518,-0.281,-0.804
0.59,-0.239,-0.63
0.641,-0.16,-0.542
0.633,-0.11,-0.531
0.588,-0.134,-0.54
0.583,-0.2,-0.555
0.57,-0.223,-0.622
0.52,-0.228,-0.712
0.475,-0.257,-0.759
0.459,-0.326,-0.817
0.425,-0.368,-0.833
0.392,-0.446,-0.822
0.376,-0.5,-0.779
0.38,-0.557,-0.713
0.4,-0.59,-0.644
0.459,-0.627,-0.613
0.525,-0.645,-0.566
0.56,-0.673,-0.537
0.619,-0.685,-0.518
0.679,-0.714,-0.532
0.71,-0.729,-0.559
0.772,-0.735,-0.593
0.811,-0.744,-0.605
0.843,-0.764,-0.623
0.857,-0.788,-0.628
0.889,-0.792,-0.635
0.903,-0.787,-0.636
0.901,-0.793,-0.644
0.898,-0.806,-0.65
0.892,-0.813,-0.652
0.881,-0.818,-0.653
0.873,-0.796,-0.646
0.856,-0.778,-0.629
0.845,-0.746,-0.614
0.837,-0.721,-0.577
0.813,-0.703,-0.534
0.785,-0.668,-0.511
0.768,-0.635,-0.468
0.739,-0.618,-0.44
0.704,-0.575,-0.437
0.688,-0.531,-0.446
0.662,-0.518,-0.456
0.633,-0.487,-0.47
0.621,-0.452,-0.489
0.609,-0.44,-0.508
0.591,-0.421,-0.524
0.585,-0.402,-0.543
0.582,-0.392,-0.553
0.569,-0.374,-0.565
0.566,-0.367,-0.566
0.572,-0.342,-0.589
0.579,-0.336,-0.609
0.581,-0.326,-0.618
0.579,-0.325,-0.626
0.58,-0.325,-0.625
0.58,-0.329,-0.629
0.575,-0.331,-0.644
0.574,-0.351,-0.643
0.587,-0.355,-0.651
0.589,-0.36,-0.651
0.6,-0.368,-0.656
0.608,-0.37,-0.672
0.62,-0.379,-0.677
0.626,-0.386,-0.689
0.631,-0.397,-0.71
0.645,-0.402,-0.721
0.655,-0.409,-0.726
0.671,-0.412,-0.726
0.672,-0.419,-0.72
0.678,-0.424,-0.715
0.682,-0.433,-0.715
0.685,-0.439,-0.716
0.686,-0.447,-0.713
0.687,-0.451,-0.708
0.683,-0.459,-0.703
0.679,-0.468,-0.695
0.677,-0.476,-0.685
0.675,-0.479,-0.683
0.673,-0.481,-0.685
0.673,-0.486,-0.698
0.674,-0.491,-0.711
0.67,-0.495,-0.724
0.669,-0.504,-0.729
0.667,-0.513,-0.735
0.663,-0.517,-0.736
0.66,-0.532,-0.728
0.66,-0.536,-0.702
0.658,-0.536,-0.686
0.643,-0.538,-0.671
0.636,-0.546,-0.672
0.641,-0.548,-0.689
0.631,-0.525,-0.686
0.628,-0.507,-0.683
0.633,-0.502,-0.691
0.646,-0.492,-0.697
0.651,-0.473,-0.709
0.641,-0.528,-0.704
0.685,-0.501,-0.695
0.749,-0.389,-0.72
0.73,-0.336,-0.777
0.725,-0.331,-0.807
0.748,-0.311,-0.82
0.771,-0.287,-0.846
0.796,-0.139,-0.847
0.839,-0.169,-0.858
0.853,-0.135,-0.866
0.836,-0.12,-0.902
0.817,-0.115,-0.928
0.809,-0.076,-0.952
0.801,-0.041,-0.944
0.796,-0.021,-0.95
0.082,0.469,2.333
0.17,0.774,2.513
-0.039,0.628,1.871
-0.305,0.792,1.085
-0.279,0.341,0.776
-0.237,0.169,0.645
-0.226,0.027,0.5
-0.217,-0.035,0.605
-0.232,-0.067,0.886
-0.425,0.056,1.001
-0.578,0.167,1.136
-0.747,0.023,1.098
-0.713,-0.338,1.028
-0.514,-0.415,1.35
-0.313,-0.549,1.718
-0.253,-0.575,1.599
-0.2,-0.604,1.432
-0.147,-0.592,1.537
-0.078,-0.494,1.596
-0.113,-0.39,1.563
-0.115,-0.299,1.524
-0.118,-0.192,1.545
-0.096,-0.131,1.528
-0.032,-0.091,1.502
0.01,-0.088,1.498
0.087,-0.057,1.495
0.116,-0.073,1.448
0.146,-0.086,1.385
0.181,-0.109,1.358
0.2,-0.136,1.301
0.192,-0.163,1.255
0.161,-0.176,1.219
0.126,-0.202,1.21
0.108,-0.217,1.187
0.068,-0.234,1.175
-0.011,-0.255,1.146
-0.069,-0.247,1.112
-0.188,-0.251,1.056
-0.242,-0.295,1.022
-0.26,-0.308,0.957
-0.336,-0.306,0.904
-0.405,-0.314,0.864
-0.395,-0.351,0.843
-0.402,-0.389,0.812
-0.392,-0.399,0.797
-0.353,-0.444,0.758
-0.313,-0.497,0.748
-0.309,-0.483,0.76
-0.321,-0.471,0.792
-0.3,-0.471,0.808
-0.19,-0.464,0.851
-0.132,-0.425,0.89
-0.092,-0.403,0.901
-0.095,-0.359,0.907
-0.101,-0.317,0.921
-0.1,-0.305,0.941
-0.105,-0.302,0.949
-0.111,-0.313,0.968
-0.121,-0.318,0.982
-0.128,-0.321,0.987
-0.143,-0.321,0.987
-0.15,-0.325,0.987
-0.166,-0.323,0.991
-0.185,-0.323,0.995
-0.222,-0.3,0.991
-0.236,-0.276,0.982
-0.263,-0.269,0.974
-0.276,-0.266,0.97
-0.274,-0.293,0.983
-0.251,-0.293,0.985
-0.223,-0.287,0.984
-0.203,-0.296,0.953
-0.174,-0.362,0.951
-0.067,-0.408,0.953
0.021,-0.459,0.958
0.087,-0.437,1.013
0.11,-0.412,1.109
0.112,-0.324,1.131
0.117,-0.265,1.141
0.13,-0.237,1.131
0.122,-0.209,1.1
0.048,-0.217,0.996
0.006,-0.24,0.923
-0.069,-0.259,0.889
-0.115,-0.303,0.878
-0.125,-0.346,0.886
-0.134,-0.354,0.897
-0.146,-0.337,0.91
-0.135,-0.329,0.937
-0.129,-0.307,0.953
-0.12,-0.266,0.958
-0.112,-0.25,0.959
-0.094,-0.247,0.942
-0.079,-0.248,0.939
-0.063,-0.255,0.951
-0.055,-0.267,0.963
-0.044,-0.27,1.012
-0.026,-0.29,1.034
0,-0.301,1.067
0.01,-0.302,1.084
0.02,-0.305,1.09
0.022,-0.303,1.086
0.021,-0.293,1.076
0.023,-0.294,1.103
0.014,-0.313,1.119
0.013,-0.332,1.147
0.021,-0.339,1.157
0.024,-0.348,1.156
0.023,-0.36,1.147
0.022,-0.374,1.15
0.008,-0.374,1.167
-0.001,-0.354,1.173
0,-0.336,1.17
-0.006,-0.351,1.137
-0.014,-0.337,1.146
-0.021,-0.28,1.171
-0.014,-0.266,1.181
-0.001,-0.298,1.148
-0.014,-0.285,1.136
0.543,-0.355,-1.232
0.617,-0.405,-1.317
0.603,-0.449,-1.315
0.615,-0.441,-1.27
0.63,-0.456,-1.233
0.641,-0.488,-1.096
0.64,-0.517,-1.041
0.653,-0.507,-0.947
0.708,-0.469,-0.878
0.793,-0.479,-0.798
0.668,-0.383,-0.657
0.628,-0.372,-0.674
0.731,-0.423,-0.744
0.849,-0.426,-0.728
0.761,-0.374,-0.73
0.726,-0.384,-0.811
0.756,-0.418,-0.838
0.779,-0.426,-0.819
0.769,-0.408,-0.805
0.712,-0.407,-0.802
0.694,-0.398,-0.764
0.664,-0.372,-0.743
0.651,-0.36,-0.698
0.637,-0.348,-0.656
0.62,-0.342,-0.628
0.603,-0.327,-0.627
0.593,-0.303,-0.623
0.575,-0.294,-0.64
0.559,-0.285,-0.652
0.56,-0.278,-0.67
0.561,-0.283,-0.688
0.556,-0.291,-0.693
0.563,-0.3,-0.69
0.573,-0.303,-0.683
0.578,-0.294,-0.683
0.585,-0.284,-0.685
0.585,-0.271,-0.688
0.606,-0.263,-0.696
0.624,-0.256,-0.705
0.627,-0.256,-0.72
0.641,-0.255,-0.73
0.644,-0.248,-0.757
0.65,-0.249,-0.772
0.659,-0.246,-0.78
0.658,-0.261,-0.799
0.656,-0.265,-0.81
0.662,-0.274,-0.812
0.661,-0.289,-0.81
0.657,-0.305,-0.792
0.655,-0.319,-0.772
0.654,-0.321,-0.754
0.649,-0.322,-0.751
0.641,-0.323,-0.749
0.636,-0.329,-0.756
0.626,-0.344,-0.755
0.63,-0.354,-0.751
0.631,-0.35,-0.752
0.642,-0.346,-0.75
0.648,-0.335,-0.748
0.649,-0.332,-0.745
0.649,-0.331,-0.744
0.651,-0.33,-0.747
0.653,-0.333,-0.752
0.655,-0.346,-0.764
0.658,-0.348,-0.785
0.657,-0.353,-0.793
0.65,-0.35,-0.819
0.655,-0.35,-0.819
0.654,-0.347,-0.82
0.654,-0.346,-0.814
0.653,-0.335,-0.805
0.653,-0.329,-0.789
0.648,-0.313,-0.788
0.665,-0.316,-0.748
0.622,-0.264,-0.797
0.624,-0.241,-0.753
0.647,-0.217,-0.764
0.626,-0.167,-0.803
0.637,-0.131,-0.793
0.666,-0.126,-0.803
0.689,-0.108,-0.822
0.709,-0.09,-0.852
0.718,-0.061,-0.881
0.748,-0.038,-0.892
0.764,-0.03,-0.898
0.776,0.005,-0.908
0.78,0.013,-0.912
0.776,0.051,-0.917
0.81,0.085,-0.88
0.814,0.108,-0.873
0.814,0.118,-0.849
0.78,0.134,-0.848
0.756,0.154,-0.827
0.737,0.147,-0.777
0.726,0.14,-0.753
0.709,0.127,-0.713
0.712,0.12,-0.66
0.715,0.123,-0.622
0.68,0.101,-0.61
0.669,0.107,-0.558
0.654,0.109,-0.53
0.63,0.121,-0.494
0.62,0.147,-0.467
0.618,0.154,-0.448
0.61,0.193,-0.44
0.597,0.233,-0.422
0.587,0.263,-0.405
0.569,0.266,-0.393
0.544,0.281,-0.39
0.523,0.264,-0.381
0.481,0.256,-0.325
0.466,0.208,-0.282
0.479,0.145,-0.194
0.501,0.11,-0.088
0.517,0.09,-0.043
0.514,0.121,0.016
0.527,0.129,0.114
0.631,0.196,0.197
0.728,0.167,0.214
0.538,-0.112,-1.62
0.568,-0.1,-1.805
0.657,-0.101,-1.938
0.74,-0.137,-1.988
0.787,-0.151,-1.909
0.853,-0.25,-1.781
0.848,-0.358,-1.555
0.835,-0.412,-1.265
0.814,-0.435,-1
0.822,-0.426,-0.775
0.853,-0.398,-0.689
0.874,-0.367,-0.568
0.915,-0.357,-0.528
0.968,-0.338,-0.539
1.009,-0.322,-0.594
1.016,-0.327,-0.679
1.003,-0.329,-0.74
0.96,-0.358,-0.757
0.867,-0.338,-0.839
0.811,-0.262,-0.94
0.785,-0.242,-0.88
0.835,-0.251,-0.813
0.773,-0.327,-0.733
0.728,-0.33,-0.687
0.692,-0.316,-0.634
0.634,-0.264,-0.628
0.624,-0.224,-0.577
0.583,-0.235,-0.569
0.514,-0.207,-0.597
0.663,-0.163,-0.521
0.591,-0.232,-0.544
0.633,-0.175,-0.575
0.665,-0.194,-0.574
0.58,-0.231,-0.591
0.58,-0.212,-0.618
0.575,-0.167,-0.631
0.549,-0.154,-0.657
0.556,-0.163,-0.675
0.585,-0.163,-0.698
0.593,-0.164,-0.734
0.629,-0.163,-0.745
0.635,-0.17,-0.758
0.64,-0.176,-0.765
0.65,-0.188,-0.771
0.662,-0.192,-0.776
0.666,-0.182,-0.775
0.668,-0.176,-0.762
0.67,-0.171,-0.63
0.67,-0.184,-0.739
0.678,-0.203,-0.717
0.684,-0.209,-0.706
0.695,-0.213,-0.7
0.71,-0.199,-0.694
0.716,-0.185,-0.698
0.732,-0.175,-0.699
0.745,-0.163,-0.698
0.756,-0.159,-0.704
0.758,-0.153,-0.712
0.755,-0.148,-0.725
0.75,-0.15,-0.729
0.743,-0.163,-0.737
0.738,-0.174,-0.746
0.723,-0.181,-0.74
0.706,-0.209,-0.727
0.695,-0.237,-0.719
0.678,-0.255,-0.701
0.67,-0.259,-0.695
0.653,-0.259,-0.694
0.639,-0.258,-0.682
0.632,-0.259,-0.676
0.625,-0.268,-0.671
0.623,-0.277,-0.67
0.62,-0.281,-0.664
0.622,-0.279,-0.66
0.629,-0.281,-0.657
0.634,-0.276,-0.655
0.64,-0.268,-0.663
0.654,-0.267,-0.674
0.671,-0.26,-0.691
0.686,-0.255,-0.705
0.698,-0.251,-0.733
0.702,-0.251,-0.775
0.71,-0.249,-0.819
0.714,-0.245,-0.837
0.713,-0.248,-0.869
0.714,-0.254,-0.888
0.719,-0.257,-0.907
0.706,-0.277,-0.924
0.703,-0.276,-0.93
0.704,-0.276,-0.918
0.704,-0.282,-0.912
0.702,-0.291,-0.904
0.703,-0.293,-0.9
0.716,-0.284,-0.898
0.733,-0.262,-0.9
0.764,-0.238,-0.907
0.781,-0.225,-0.923
0.803,-0.191,-0.943
0.821,-0.144,-0.951
0.842,-0.11,-0.955
0.839,-0.071,-0.963
0.854,-0.05,-0.906
0.878,-0.023,-0.892
0.857,0.063,-0.879
0.847,0.042,-0.871
0.852,0.054,-0.852
0.837,0.071,-0.856
0.842,0.093,-0.842
0.853,0.11,-0.834
0.849,0.132,-0.833
0.847,0.146,-0.81
0.833,0.149,-0.788
0.807,0.149,-0.77
0.793,0.145,-0.736
0.789,0.154,-0.66
0.742,0.148,-0.663
0.683,0.141,-0.649
0.668,0.144,-0.614
0.642,0.131,-0.596
0.765,-0.652,0.917
0.857,-0.814,0.831
1.034,-0.749,1.075
1.142,-0.656,1.183
1.049,-0.406,1.511
0.955,-0.043,1.797
0.657,0.006,1.785
0.311,0.154,1.818
0.178,0.163,1.746
0.126,0.223,1.664
0.116,-0.036,1.345
-0.05,-0.185,1.38
-0.099,-0.137,1.405
-0.005,-0.069,1.495
0,-0.294,1.313
-0.038,-0.359,1.242
-0.047,-0.15,1.328
0.005,-0.061,1.376
0.07,-0.029,1.386
0.145,-0.012,1.366
0.215,0.063,1.357
0.23,0.086,1.323
0.244,0.097,1.272
0.272,0.089,1.237
0.276,0.112,1.181
0.263,0.107,1.124
0.248,0.078,1.104
0.244,0.078,1.076
0.227,0.081,1.007
0.212,0.107,1.019
0.208,0.139,1.029
0.198,0.136,0.891
0.187,0.117,0.994
0.176,0.087,0.944
0.157,0.085,0.953
0.133,0.103,0.91
0.127,0.098,0.911
0.108,0.108,0.923
0.096,0.088,0.914
0.09,0.074,0.91
0.081,0.046,0.905
0.074,0.024,0.902
0.053,0.001,0.898
0.033,-0.037,0.902
0.026,-0.084,0.914
0.018,-0.112,0.923
0.033,-0.194,0.913
0.042,-0.275,0.894
0.07,-0.292,0.887
0.085,-0.321,0.91
0.091,-0.346,0.918
0.085,-0.349,0.937
0.067,-0.373,0.962
0.056,-0.426,0.954
0.034,-0.456,0.951
0.016,-0.537,0.93
0.015,-0.608,0.904
0.045,-0.633,0.913
0.087,-0.647,0.916
0.146,-0.655,0.923
0.18,-0.651,0.926
0.23,-0.61,0.924
0.242,-0.529,0.907
0.246,-0.487,0.875
0.241,-0.409,0.86
0.233,-0.346,0.843
0.223,-0.317,0.839
0.234,-0.28,0.837
0.244,-0.264,0.847
0.27,-0.262,0.851
0.284,-0.274,0.843
0.304,-0.284,0.833
0.318,-0.297,0.828
0.317,-0.322,0.802
0.315,-0.337,0.793
0.308,-0.36,0.794
0.304,-0.367,0.814
0.291,-0.391,0.82
0.289,-0.419,0.836
0.289,-0.444,0.817
0.304,-0.449,0.801
0.334,-0.447,0.777
0.362,-0.503,0.698
0.41,-0.522,0.648
0.414,-0.484,0.645
0.374,-0.528,0.657
0.365,-0.478,0.659
0.364,-0.46,0.632
0.378,-0.435,0.62
0.402,-0.44,0.62
0.458,-0.457,0.65
0.507,-0.46,0.69
0.539,-0.46,0.709
0.555,-0.448,0.74
0.569,-0.432,0.768
0.576,-0.384,0.776
0.578,-0.352,0.78
0.574,-0.363,0.776
0.557,-0.37,0.764
0.538,-0.382,0.757
0.532,-0.386,0.737
0.517,-0.316,0.744
0.513,-0.305,0.74
0.52,-0.323,0.746
0.502,-0.361,0.741
0.489,-0.395,0.729
0.481,-0.403,0.729
0.488,-0.425,0.729
0.495,-0.43,0.729
0.499,-0.427,0.726
0.482,-0.432,0.714
0.488,-0.421,0.721
0.448,-0.411,0.724
0.397,-0.427,0.704
0.395,-0.405,0.72
0.424,-0.408,0.747
0.415,-0.432,0.75
0.416,-0.414,0.775
0.442,-0.418,0.786
0.385,-0.3,1.432
0.533,-0.584,1.676
0.692,-0.705,1.654
0.743,-0.84,1.566
0.698,-0.69,1.453
0.596,-0.581,1.385
0.497,-0.342,1.256
0.461,-0.164,1.107
0.415,-0.116,0.954
0.428,-0.16,0.898
0.424,-0.218,0.784
0.407,-0.175,0.702
0.33,-0.125,0.665
0.248,-0.095,0.651
0.227,-0.159,0.621
0.245,-0.21,0.605
0.287,-0.331,0.61
0.308,-0.386,0.678
0.356,-0.34,0.732
0.353,-0.242,0.754
0.346,-0.169,0.804
0.357,-0.157,0.849
0.379,-0.145,0.863
0.4,-0.131,0.895
0.449,-0.144,0.92
0.515,-0.217,0.916
0.534,-0.289,0.914
0.569,-0.319,0.928
0.584,-0.31,0.972
0.59,-0.282,0.987
0.59,-0.265,0.995
0.563,-0.238,0.992
0.52,-0.229,0.979
0.504,-0.266,0.927
0.476,-0.287,0.868
0.454,-0.301,0.854
0.43,-0.233,0.837
0.384,-0.186,0.846
0.349,-0.166,0.846
0.35,-0.229,0.804
0.346,-0.259,0.778
0.354,-0.251,0.774
0.315,-0.163,0.774
0.325,-0.147,0.808
0.342,-0.184,0.806
0.347,-0.192,0.789
0.348,-0.161,0.806
0.333,-0.131,0.859
0.307,-0.124,0.855
0.295,-0.109,0.875
0.285,-0.122,0.87
0.285,-0.127,0.864
0.277,-0.142,0.858
0.276,-0.146,0.859
0.28,-0.142,0.867
0.302,-0.131,0.868
0.312,-0.143,0.875
0.332,-0.14,0.884
0.353,-0.117,0.886
0.36,-0.073,0.882
0.374,-0.054,0.884
0.382,-0.021,0.882
0.377,-0.003,0.874
0.363,0.004,0.858
0.36,0.003,0.849
0.361,-0.002,0.834
0.374,-0.007,0.818
0.406,-0.01,0.811
0.432,-0.018,0.8
0.451,-0.005,0.801
0.472,0.002,0.796
1.868,0.914,3.778
1.809,-0.874,-0.239
0.507,-0.431,1.002
0.468,-0.329,0.995
0.634,-0.025,1.005
0.446,-0.055,0.861
0.474,0.029,0.899
0.467,-0.012,0.903
0.483,0,0.837
0.46,0.041,0.831
0.443,0.049,0.832
0.445,0.012,0.834
0.458,-0.082,0.837
0.477,-0.117,0.856
0.478,-0.108,0.86
0.535,-0.084,0.854
0.488,-0.119,0.833
0.527,-0.074,0.9
